stand,kanton,jahr,stufe,schultyp,geschlecht,staatsangehoerigkeit,traegerschaft,finanzierung,anzahl
2023-09-01,zh,2005,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,31
2023-09-01,zh,2005,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,22
2023-09-01,zh,2005,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,53
2023-09-01,zh,2005,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,9
2023-09-01,zh,2005,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,privat,7
2023-09-01,zh,2005,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,privat,1
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,727
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,468
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,13
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,1
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,136
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,28
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,546
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,404
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,öffentlich,2
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,89
2023-09-01,zh,2005,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,18
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,9096
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,1734
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,5028
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,805
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2808
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,361
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,15309
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3173
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2267
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,554
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1406
2023-09-01,zh,2005,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,259
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,676
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,119
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,1994
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,600
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3485
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,325
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1119
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,136
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2149
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,646
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3675
2023-09-01,zh,2005,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,351
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,4844
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,518
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,privat,25
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,privat,8
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,423
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,48
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,3917
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,437
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,privat,422
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,privat,59
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1242
2023-09-01,zh,2005,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,139
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,8075
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3301
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,weiblich,Schweiz,privat,privat,288
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,weiblich,Ausland,privat,privat,154
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,männlich,Schweiz,öffentlich,öffentlich,8723
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,männlich,Ausland,öffentlich,öffentlich,3487
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,männlich,Schweiz,privat,privat,260
2023-09-01,zh,2004,Primarstufe 1-2,Volksschule,männlich,Ausland,privat,privat,146
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,118
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,80
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,31
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,19
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,200
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,155
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,49
2023-09-01,zh,2004,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,33
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,27248
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,weiblich,Ausland,öffentlich,öffentlich,9991
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,weiblich,Schweiz,privat,privat,969
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,weiblich,Ausland,privat,privat,507
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,männlich,Schweiz,öffentlich,öffentlich,28672
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,männlich,Ausland,öffentlich,öffentlich,10647
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,männlich,Schweiz,privat,privat,1134
2023-09-01,zh,2004,Primarstufe 3-8,Volksschule,männlich,Ausland,privat,privat,582
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,156
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,84
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,184
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,50
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,6
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,252
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,136
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,460
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,118
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,17
2023-09-01,zh,2004,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,4
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,11113
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,weiblich,Ausland,öffentlich,öffentlich,4082
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,privat,962
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,privat,291
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,männlich,Schweiz,öffentlich,öffentlich,11745
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,männlich,Ausland,öffentlich,öffentlich,4408
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,privat,1220
2023-09-01,zh,2004,Sekundarstufe I,Volksschule,männlich,Ausland,privat,privat,360
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3175
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,229
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,131
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,6
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2552
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,200
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,128
2023-09-01,zh,2004,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,21
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,66
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,29
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,128
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,20
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,16
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,100
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,37
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,287
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,67
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,40
2023-09-01,zh,2004,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,10
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4448
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,316
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,562
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,231
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3073
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,247
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,450
2023-09-01,zh,2004,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,241
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,20
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,11
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,27
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,6
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,33
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,15
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,55
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,15
2023-09-01,zh,2004,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,680
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,432
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,13
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,2
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,146
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,44
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,521
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,401
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,110
2023-09-01,zh,2004,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,18
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,8954
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,1781
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4786
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,772
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2726
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,389
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,14882
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3274
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2231
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,526
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1379
2023-09-01,zh,2004,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,290
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,700
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,100
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2467
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,191
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3175
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,263
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1199
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,125
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2880
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,266
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3566
2023-09-01,zh,2004,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,333
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,4507
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,468
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,privat,19
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,privat,13
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,410
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,52
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,3617
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,397
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,privat,386
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,privat,51
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1271
2023-09-01,zh,2004,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,141
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,8112
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3355
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,weiblich,Schweiz,privat,privat,317
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,weiblich,Ausland,privat,privat,140
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,männlich,Schweiz,öffentlich,öffentlich,8695
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,männlich,Ausland,öffentlich,öffentlich,3567
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,männlich,Schweiz,privat,privat,271
2023-09-01,zh,2003,Primarstufe 1-2,Volksschule,männlich,Ausland,privat,privat,143
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,102
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,88
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,31
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,10
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,201
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,153
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,41
2023-09-01,zh,2003,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,29
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,27392
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,weiblich,Ausland,öffentlich,öffentlich,10105
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,weiblich,Schweiz,privat,privat,969
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,weiblich,Ausland,privat,privat,542
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,männlich,Schweiz,öffentlich,öffentlich,28759
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,männlich,Ausland,öffentlich,öffentlich,10901
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,männlich,Schweiz,privat,privat,1122
2023-09-01,zh,2003,Primarstufe 3-8,Volksschule,männlich,Ausland,privat,privat,598
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,168
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,85
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,182
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,49
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,9
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,241
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,113
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,475
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,129
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,18
2023-09-01,zh,2003,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,4
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,10987
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,weiblich,Ausland,öffentlich,öffentlich,4099
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,privat,889
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,privat,290
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,männlich,Schweiz,öffentlich,öffentlich,11385
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,männlich,Ausland,öffentlich,öffentlich,4374
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,privat,1285
2023-09-01,zh,2003,Sekundarstufe I,Volksschule,männlich,Ausland,privat,privat,371
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3026
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,262
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,143
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,6
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2508
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,212
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,154
2023-09-01,zh,2003,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,17
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,55
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,25
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,129
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,25
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,12
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,2
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,101
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,44
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,298
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,65
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,31
2023-09-01,zh,2003,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,8
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4371
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,302
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,571
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,221
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2914
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,225
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,432
2023-09-01,zh,2003,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,235
2023-09-01,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,14
2023-09-01,zh,2003,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,15
